2021.05.19 11:22:13.856998
Tremor Resistance 1,Affinity Sliding 1,2.0.0
Load Shells 1,Item Prolonger 3,1.0.0
Speed Eating 1,Resentment 1,0.0.0
Quick Sheath 1,Steadiness 1,2.1.0
Protective Polish 1,Earplugs 1,0.0.0
Ballistics 1,NULL,1.0.0
Attack Boost 1,Diversion 1,1.0.0
Paralysis Attack 1,Blight Resistance 1,1.1.0
Speed Sharpening 2,Windproof 1,1.0.0
Free Meal 1,Mushroomancer 1,0.0.0
Wirebug Whisperer 3,Affinity Sliding 1,1.0.0
Wall Runner 1,Ice Attack 1,3.0.0
NormalRapid Up 2,NULL,0.0.0
Partbreaker 3,Wall Runner 1,0.0.0
Thunder Resistance 1,Muck Resistance 1,2.0.0
Counterstrike 1,Thunder Resistance 2,1.0.0
Master Mounter 1,Evade Window 2,0.0.0
Defense Boost 1,Punishing Draw 1,1.1.0
Resentment 2,Punishing Draw 1,0.0.0
Recoil Down 1,Quick Sheath 1,1.0.0
Partbreaker 1,Agitator 1,1.0.0
Peak Performance 1,NULL,1.0.0
Earplugs 1,Reload Speed 1,0.0.0
Counterstrike 1,Rapid Morph 1,2.1.0
Poison Resistance 1,Evade Extender 2,1.0.0
Artillery 1,NULL,0.0.0
Muck Resistance 1,Flinch Free 2,1.0.0
Pierce Up 1,NULL,1.0.0
Guard Up 1,NULL,0.0.0
Recovery Up 1,Tremor Resistance 2,1.1.0
Bludgeoner 1,Punishing Draw 1,2.0.0
Partbreaker 3,Affinity Sliding 1,3.1.0
Windproof 1,Reload Speed 1,2.2.0
Constitution 2,Windproof 2,2.2.0
Rapid Morph 2,Master Mounter 1,1.1.0
WideRange 1,Fire Attack 1,1.0.0
Steadiness 1,Quick Sheath 1,0.0.0
Heroics 2,NULL,3.1.0
Constitution 2,Tremor Resistance 1,1.0.0
Recoil Down 2,Rapid Fire Up 1,1.0.0
Thunder Resistance 1,Helifire Cloak 1,0.0.0
Fire Attack 2,Water Attack 1,1.0.0
Bombardier 1,Divine Blessing 1,0.0.0
Dragon Attack 1,Bubbly Dance 1,2.1.0
Ice Attack 1,Fortify 1,1.0.0
Fire Attack 2,WideRange 2,1.0.0
Evade Extender 3,Stun Resistance 2,1.0.0

2021.05.19 17:59:55.551435
Evade Extender 2,WideRange 1,1.0.0

2021.05.19 18:23:10.467627
Slugger 2,Water Attack 1,3.0.0
Defense Boost 1,Windproof 1,1.0.0
Diversion 1,Quick Sheath 1,3.0.0
Earplugs 1,Divine Blessing 1,1.1.0
Recoil Down 1,Hellfire Cloak 1,1.1.1
Critical Eye 3,Affinity Sliding 1,1.0.0
Water Attack 1,Poison Attack 2,0.0.0
Divine Blessing 1,Paralysis Resistance 1,3.0.0
Blight Resistance 1,Peak Performance 1,0.0.0
Windproof 1,Recoil Down 1,0.0.0
Fire Attack 1,Carving Pro 1,2.1.0
WideRange 1,Partbreaker 1,1.1.0
Evade Extender 1,Agitator 1,0.0.0
Earplugs 1,WideRange 2,0.0.0
Defense Boost 3,Leap of Faith 1,0.0.0
Ice Attack 1,Wirebug Whisperer 1,1.1.0
Geologist 2,Stun Resistance 1,0.0.0
Botanist 2,Blight Resistance 2,1.1.0
Critical Eye 1,Poison Attack 2,1.0.0
Blast Resistance 1,Dragon Attack 1,1.0.0
Speed Eating 2,Thunder Attack 2,2.1.1
Ballistics 2,NULL,1.0.0
Fire Resistance 1,Evade Window 1,0.0.0
Hunger Resistance 1,Steadiness 1,0.0.0
Steadiness 1,Recovery Speed 1,1.0.0
Recoil Down 2,Hellfire Cloak 1,0.0.0
Stun Resistance 1,Divine Blessing 1,1.1.0
Power Prolonger 2,NULL,1.0.0
Tremor Resistance 2,Evade Window 1,3.0.0
Quick Sheath 2,Slugger 1,2.2.0
Ice Attack 1,Wall Runner 1,0.0.0
Bludgeoner 2,Muck Resistance 1,2.0.0
Hunger Resistance 2,Critical Eye 1,1.1.0
Carving Pro 1,Master Mounter 1,1.1.0
Evade Window 1,Tremor Resistance 1,1.1.0
Poison Resistance 1,Rapid Morph 2,1.0.0
Recoil Down 2,Steadiness 1,1.0.0
Paralysis Attack 2,Quick Sheath 2,1.0.0
Recovery Up 2,Partbreaker 2,0.0.0
Diversion 1,Wall Runner 2,1.0.0
Critical Element 1,NULL,0.0.0
Wall Runner 1,Bubbly Dance 1,1.1.0
Spread Up 1,Poison Resistance 2,0.0.0
Speed Eating 2,Evade Extender 1,0.0.0
Spare Shot 1,NULL,3.1.0
Leap of Faith 1,Poison Attack 2,2.0.0
Geologist 1,Slugger 1,1.1.0
Water Attack 1,Botanist 1,2.0.0
Paralysis Resistance 1,Punishing Draw 1,1.0.0
NormalRapid Up 2,Poison Attack 1,0.0.0

2021.05.19 18:32:56.408026
Muck Resistance 1,Tremor Resistance 1,0.0.0

2021.05.19 18:56:10.456250
Maximum Might 2,NULL,0.0.0
Poison Attack 1,Recoil Down 1,3.1.0
Tremor Resistance 1,Dragon Resistance 2,1.0.0
Evade Extender 2,Spare Shot 1,0.0.0
Stun Resistance 2,Heroics 1,0.0.0
Stun Resistance 2,Evade Extender 2,1.1.0
Tremor Resistance 1,Affinity Sliding 1,0.0.0
Power Prolonger 2,Blast Resistance 1,0.0.0
WideRange 1,Leap of Faith 1,0.0.0
Recoil Down 1,Hunger Resistance 2,1.0.0
Steadiness 2,Evade Window 2,2.0.0
Bubbly Dance 1,Hunger Resistance 1,1.0.0
Spare Shot 2,Steadiness 1,1.0.0
Master Mounter 1,Water Resistance 2,2.0.0
Bubbly Dance 1,Earplugs 1,1.0.0
Divine Blessing 1,Affinity Sliding 1,3.0.0
Evade Extender 1,Wall Runner 2,0.0.0
Steadiness 1,Stamina Thief 2,0.0.0
Resentment 1,NULL,2.0.0
Peak Performance 1,Stamina Thief 2,0.0.0
Evade Window 3,Slugger 2,1.1.0
Diversion 1,Spare Shot 1,0.0.0
Windproof 1,Poison Attack 1,1.1.0
Recoil Down 2,Agitator 1,0.0.0
Stamina Thief 2,Peak Performance 1,1.0.0
Paralysis Resistance 1,Wall Runner 2,2.1.0
WideRange 1,Recovery Up 1,1.0.0
Rapid Morph 1,Tremor Resistance 2,2.0.0
Flinch Free 2,Poison Attack 2,1.1.0
Botanist 1,Item Prolonger 1,1.0.0
Evade Extender 1,Punishing Draw 1,1.1.0
Geologist 1,Fortify 1,3.1.1
Attack Boost 1,Blast Attack 1,0.0.0
Peak Performance 1,NULL,0.0.0
Partbreaker 1,Slugger 1,0.0.0
Ice Attack 1,Leap of Faith 1,0.0.0
Water Attack 2,Speed Eating 1,1.1.0
Item Prolonger 1,Paralysis Attack 2,0.0.0
Dragon Attack 1,Stun Resistance 1,0.0.0
Special Ammo Boost 1,NULL,1.0.0
Windproof 1,Defense Boost 1,0.0.0
Spare Shot 1,NULL,1.0.0
Starmnina Thief 1,Rapid Morph 1,1.1.0
Flinch Free 1,Ice Attack 1,1.1.0
Ammo Up 1,NULL,1.0.0
Protective Polish 1,NULL,0.0.0
Thunder Attack 2,Master Mounter 1,0.0.0
Leap of Faith 1,Recoil Down 1,1.0.0
Attack Boost 1,Bubbly Dance 1,0.0.0
Evade Extender 1,Geologist 1,1.1.0

2021.05.19 19:05:56.270481
Critical Eye 2,NULL,2.0.0

2021.05.19 19:29:10.193731
Recovery Up 2,Punishing Draw 1,0.0.0
Thunder Attack 2,Partbreaker 2,1.1.0
Recoil Down 1,Divine Blessing 1,1.0.0
Poison Attack 2,Resuscitate 1,1.1.0
Ice Attack 2,Rapid Morph 1,3.0.0
Quick Sheath 1,Punishing Draw 2,3.0.0
Recovery Speed 1,Poison Resistance 2,1.0.0
Slugger 2,Recoil Down 2,1.0.0
Rapid Morph 2,Partbreaker 2,1.1.0
Fire Attack 2,Counterstrike 1,2.1.0
Blast Attack 2,NULL,1.0.0
Agitator 1,NULL,1.1.0
Defense Boost 2,Wirebug Whisperer 1,1.1.1
Paralysis Attack 1,Spread Up 1,0.0.0
Blast Resistance 1,Quick Sheath 1,0.0.0
Good Luck 1,NULL,0.0.0
Free Meal 1,Evade Extender 1,1.0.0
Quick Sheath 1,Free Meal 2,1.1.0
Reload Speed 1,Resentment 1,3.1.0
Poison Resistance 1,Wirebug Whisperer 1,2.1.0
Geologist 2,Hellfire Cloak 1,3.0.0
Free Meal 1,Evade Window 1,1.1.0
Fire Attack 1,NormalRapid Up 1,0.0.0
Dragon Attack 1,Evade Extender 1,2.1.0
Poison Attack 1,Tremor Resistance 1,3.0.0
Speed Eating 2,Slugger 1,1.0.0
Slugger 1,Flinch Free 2,1.0.0
Ice Resistance 1,Evade Window 1,1.0.0
Water Attack 1,Horn Maestro 1,1.1.0
Affinity Sliding 1,Stun Resistance 1,0.0.0
Evade Extender 1,Thunder Attack 1,0.0.0
Bludgeoner 1,Ice Resistance 1,0.0.0
Paralysis Attack 1,NULL,0.0.0
Reload Speed 2,Windproof 1,0.0.0
Blight Resistance 1,Fire Resistance 1,3.2.0
Ice Resistance 1,Quick Sheath 1,1.1.0
Evade Extender 2,Fire Attack 1,2.0.0
Razor Sharp 1,Wirebug Whisperer 1,1.0.0
Water Resistance 1,Slugger 2,1.0.0
Quick Sheath 2,Rapid Morph 1,1.1.0
Critical Eye 3,NULL,0.0.0
NormalRapid Up 2,NULL,0.0.0
Latent Power 2,NULL,1.0.0
Poison Resistance 1,Affinity Sliding 1,2.0.0
Pierce Up 1,NULL,0.0.0
Diversion 1,Blight Resistance 1,1.0.0
Thunder Attack 1,Rapid Morph 1,1.1.0
Razor Sharp 1,Partbreaker 1,1.1.0
Load Shells 1,Bubbly Dance 1,0.0.0
Dragon Attack 2,Ice Resistance 3,0.0.0

